# fluctuation function F(s) [order:2] , log(s), log(F(s))#
# M e s s w e r t t a b e l l e  der Reihen:
#
# 65536 => gaussian (mu=1.0, sigma=1.0) [285,285] Werte
# 65536 => gaussian (mu=1.0, sigma=0.5) [285,285] Werte
# 65536 => uniform (0.0,2.0) [285,285] Werte
# 65536 => exp (lambda=5.0) [285,285] Werte
# 65536 => pareto (alpha=1.0) [285,285] Werte
# FourierFilterd (beta=0.8){65536 => gaussian} (max=0.04987631677811385) [285,285] Werte
# FourierFilterd (beta=0.9){65536 => gaussian} (max=0.03658045789442408) [285,285] Werte
# m=0.5) [10,10] Werte
# m=0.9) [10,10] Werte
#
#
#s	F(s)	s	F(s)	s	F(s)	s	F(s)	s	F(s)	s	F(s)	s	F(s)	x	y	x	y	
0,60206	-0,56282	0,60206	-0,86776	0,60206	-0,80073	0,60206	-1,26047	0,60206	2,04822	0,60206	-1,42289	0,60206	-1,55614	0,60206	2,50000	0,60206	-5,00000	
0,69897	-0,43177	0,69897	-0,73382	0,69897	-0,67043	0,69897	-1,12969	0,69897	2,10201	0,69897	-1,26276	0,69897	-1,39369	0,69897	3,00000	0,69897	-4,10000	
0,77815	-0,35796	0,77815	-0,65852	0,77815	-0,59781	0,77815	-1,05798	0,77815	2,11110	0,77815	-1,16651	0,77815	-1,29334	0,77815	3,50000	0,77815	-3,20000	
0,84510	-0,30327	0,84510	-0,60732	0,84510	-0,54537	0,84510	-1,00403	0,84510	2,27657	0,84510	-1,09569	0,84510	-1,22253	0,84510	4,00000	0,84510	-2,30000	
0,90309	-0,26470	0,90309	-0,56859	0,90309	-0,50539	0,90309	-0,96582	0,90309	2,31799	0,90309	-1,03788	0,90309	-1,15900	0,90309	4,50000	0,90309	-1,40000	
0,95424	-0,23174	0,95424	-0,53442	0,95424	-0,47311	0,95424	-0,92953	0,95424	2,32615	0,95424	-0,98702	0,95424	-1,10666	0,95424	5,00000	0,95424	-0,50000	
1,00000	-0,20521	1,00000	-0,50658	1,00000	-0,44298	1,00000	-0,90401	1,00000	2,28563	1,00000	-0,94484	1,00000	-1,06357	1,00000	5,50000	1,00000	0,40000	
1,04139	-0,18313	1,04139	-0,48229	1,04139	-0,41805	1,04139	-0,87973	1,04139	2,27502	1,04139	-0,90664	1,04139	-1,02271	1,04139	6,00000	1,04139	1,30000	
1,07918	-0,16083	1,07918	-0,45955	1,07918	-0,39751	1,07918	-0,85568	1,07918	2,45409	1,07918	-0,87268	1,07918	-0,98597	1,07918	6,50000	1,07918	2,20000	
1,11394	-0,14062	1,11394	-0,43950	1,11394	-0,37710	1,11394	-0,83764	1,11394	2,43873	1,11394	-0,83990	1,11394	-0,95377	1,11394	7,00000	1,11394	3,10000	
1,14613	-0,12465	1,14613	-0,42304	1,14613	-0,35923	1,14613	-0,81948	1,14613	2,44554	1,14613	-0,81320	1,14613	-0,92454	1,14613	-5,00000	1,14613	-5,00000	
1,17609	-0,10686	1,17609	-0,40853	1,17609	-0,34325	1,17609	-0,80263	1,17609	2,36645	1,17609	-0,78661	1,17609	-0,89373	1,17609	-5,00000	1,17609	-5,00000	
1,20412	-0,09140	1,20412	-0,39332	1,20412	-0,32861	1,20412	-0,78560	1,20412	2,48680	1,20412	-0,76255	1,20412	-0,86901	1,20412	-5,00000	1,20412	-5,00000	
1,23045	-0,07859	1,23045	-0,37804	1,23045	-0,31337	1,23045	-0,77434	1,23045	2,50176	1,23045	-0,73648	1,23045	-0,84275	1,23045	-5,00000	1,23045	-5,00000	
1,25527	-0,06559	1,25527	-0,36303	1,25527	-0,29911	1,25527	-0,76234	1,25527	2,50164	1,25527	-0,71767	1,25527	-0,81486	1,25527	-5,00000	1,25527	-5,00000	
1,27875	-0,05364	1,27875	-0,35044	1,27875	-0,28909	1,27875	-0,74953	1,27875	2,54871	1,27875	-0,69783	1,27875	-0,79646	1,27875	-5,00000	1,27875	-5,00000	
1,30103	-0,04071	1,30103	-0,34081	1,30103	-0,27738	1,30103	-0,73654	1,30103	2,54737	1,30103	-0,67488	1,30103	-0,77919	1,30103	-5,00000	1,30103	-5,00000	
1,32222	-0,02985	1,32222	-0,32885	1,32222	-0,26530	1,32222	-0,72279	1,32222	2,53489	1,32222	-0,65796	1,32222	-0,75230	1,32222	-5,00000	1,32222	-5,00000	
1,34242	-0,02022	1,34242	-0,31832	1,34242	-0,25433	1,34242	-0,71429	1,34242	2,48372	1,34242	-0,63855	1,34242	-0,73278	1,34242	-5,00000	1,34242	-5,00000	
1,36173	-0,01232	1,36173	-0,31150	1,36173	-0,24516	1,36173	-0,70468	1,36173	2,53406	1,36173	-0,62276	1,36173	-0,71920	1,36173	-5,00000	1,36173	-5,00000	
1,38021	-0,00181	1,38021	-0,29584	1,38021	-0,23491	1,38021	-0,69298	1,38021	2,56441	1,38021	-0,60611	1,38021	-0,70021	1,38021	-5,00000	1,38021	-5,00000	
1,39794	0,00831	1,39794	-0,28877	1,39794	-0,22583	1,39794	-0,68313	1,39794	2,56552	1,39794	-0,59181	1,39794	-0,68709	1,39794	-5,00000	1,39794	-5,00000	
1,41497	0,01606	1,41497	-0,27895	1,41497	-0,21718	1,41497	-0,67601	1,41497	2,58749	1,41497	-0,57747	1,41497	-0,67242	1,41497	-5,00000	1,41497	-5,00000	
1,43136	0,02236	1,43136	-0,27155	1,43136	-0,20914	1,43136	-0,66827	1,43136	2,56846	1,43136	-0,55789	1,43136	-0,65561	1,43136	-5,00000	1,43136	-5,00000	
1,44716	0,03541	1,44716	-0,26517	1,44716	-0,20077	1,44716	-0,65767	1,44716	2,61892	1,44716	-0,54506	1,44716	-0,64134	1,44716	-5,00000	1,44716	-5,00000	
1,46240	0,04186	1,46240	-0,25577	1,46240	-0,19317	1,46240	-0,65057	1,46240	2,62320	1,46240	-0,53186	1,46240	-0,62320	1,46240	-5,00000	1,46240	-5,00000	
1,47712	0,05143	1,47712	-0,24925	1,47712	-0,18605	1,47712	-0,64382	1,47712	2,56919	1,47712	-0,52114	1,47712	-0,60656	1,47712	-5,00000	1,47712	-5,00000	
1,49136	0,05604	1,49136	-0,23897	1,49136	-0,17902	1,49136	-0,63949	1,49136	2,61510	1,49136	-0,50452	1,49136	-0,59432	1,49136	-5,00000	1,49136	-5,00000	
1,50515	0,06188	1,50515	-0,23275	1,50515	-0,17194	1,50515	-0,62882	1,50515	2,61982	1,50515	-0,49401	1,50515	-0,58857	1,50515	-5,00000	1,50515	-5,00000	
1,51851	0,07206	1,51851	-0,22684	1,51851	-0,16590	1,51851	-0,62330	1,51851	2,57262	1,51851	-0,48121	1,51851	-0,57580	1,51851	-5,00000	1,51851	-5,00000	
1,53148	0,07936	1,53148	-0,21941	1,53148	-0,15747	1,53148	-0,62005	1,53148	2,65324	1,53148	-0,47101	1,53148	-0,56211	1,53148	-5,00000	1,53148	-5,00000	
1,54407	0,08480	1,54407	-0,21738	1,54407	-0,15295	1,54407	-0,61087	1,54407	2,67219	1,54407	-0,45751	1,54407	-0,55155	1,54407	-5,00000	1,54407	-5,00000	
1,55630	0,09190	1,55630	-0,21143	1,55630	-0,14572	1,55630	-0,60278	1,55630	2,66206	1,55630	-0,44630	1,55630	-0,53580	1,55630	-5,00000	1,55630	-5,00000	
1,56820	0,09733	1,56820	-0,20294	1,56820	-0,13932	1,56820	-0,59696	1,56820	2,66805	1,56820	-0,43836	1,56820	-0,52585	1,56820	-5,00000	1,56820	-5,00000	
1,57978	0,10295	1,57978	-0,19702	1,57978	-0,13163	1,57978	-0,59328	1,57978	2,66433	1,57978	-0,42908	1,57978	-0,51664	1,57978	-5,00000	1,57978	-5,00000	
1,59106	0,11046	1,59106	-0,18934	1,59106	-0,13105	1,59106	-0,58731	1,59106	2,68061	1,59106	-0,41964	1,59106	-0,49922	1,59106	-5,00000	1,59106	-5,00000	
1,61278	0,11891	1,61278	-0,17913	1,61278	-0,11506	1,61278	-0,57727	1,61278	2,65623	1,61278	-0,39639	1,61278	-0,48279	1,61278	-5,00000	1,61278	-5,00000	
1,62325	0,12507	1,62325	-0,17321	1,62325	-0,11289	1,62325	-0,57117	1,62325	2,67055	1,62325	-0,39119	1,62325	-0,47376	1,62325	-5,00000	1,62325	-5,00000	
1,63347	0,13255	1,63347	-0,16686	1,63347	-0,10389	1,63347	-0,56731	1,63347	2,66770	1,63347	-0,37764	1,63347	-0,46177	1,63347	-5,00000	1,63347	-5,00000	
1,64345	0,13711	1,64345	-0,16468	1,64345	-0,10260	1,64345	-0,56191	1,64345	2,72527	1,64345	-0,36929	1,64345	-0,45587	1,64345	-5,00000	1,64345	-5,00000	
1,66276	0,14381	1,66276	-0,15213	1,66276	-0,09266	1,66276	-0,55208	1,66276	2,66873	1,66276	-0,35174	1,66276	-0,43292	1,66276	-5,00000	1,66276	-5,00000	
1,67210	0,14902	1,67210	-0,14843	1,67210	-0,08941	1,67210	-0,54979	1,67210	2,68633	1,67210	-0,34784	1,67210	-0,42457	1,67210	-5,00000	1,67210	-5,00000	
1,69020	0,15939	1,69020	-0,13933	1,69020	-0,07933	1,69020	-0,53843	1,69020	2,71688	1,69020	-0,32790	1,69020	-0,41519	1,69020	-5,00000	1,69020	-5,00000	
1,69897	0,16554	1,69897	-0,13240	1,69897	-0,06996	1,69897	-0,53338	1,69897	2,73830	1,69897	-0,32370	1,69897	-0,39846	1,69897	-5,00000	1,69897	-5,00000	
1,71600	0,17433	1,71600	-0,12411	1,71600	-0,06977	1,71600	-0,52717	1,71600	2,74487	1,71600	-0,30513	1,71600	-0,38292	1,71600	-5,00000	1,71600	-5,00000	
1,72428	0,17609	1,72428	-0,11910	1,72428	-0,06174	1,72428	-0,52107	1,72428	2,76433	1,72428	-0,30045	1,72428	-0,37792	1,72428	-5,00000	1,72428	-5,00000	
1,74036	0,18458	1,74036	-0,11152	1,74036	-0,05361	1,74036	-0,51189	1,74036	2,67887	1,74036	-0,28012	1,74036	-0,36465	1,74036	-5,00000	1,74036	-5,00000	
1,74819	0,19076	1,74819	-0,11066	1,74819	-0,04756	1,74819	-0,50916	1,74819	2,73306	1,74819	-0,27926	1,74819	-0,35659	1,74819	-5,00000	1,74819	-5,00000	
1,76343	0,19764	1,76343	-0,10194	1,76343	-0,04047	1,76343	-0,50332	1,76343	2,76217	1,76343	-0,26125	1,76343	-0,34663	1,76343	-5,00000	1,76343	-5,00000	
1,77815	0,20762	1,77815	-0,09595	1,77815	-0,02741	1,77815	-0,49332	1,77815	2,78553	1,77815	-0,24873	1,77815	-0,32768	1,77815	-5,00000	1,77815	-5,00000	
1,78533	0,20888	1,78533	-0,08777	1,78533	-0,02723	1,78533	-0,49020	1,78533	2,80025	1,78533	-0,23931	1,78533	-0,31983	1,78533	-5,00000	1,78533	-5,00000	
